,timestamp,lat,lon,vehicle_speed,accel_x,accel_y,accel_z,engine_rpm,mass_air_flow,absolute_throttle_pos,fuel_level,gps_speed,fuel_rate,alcohol_fuel_percentage,fuel_level_a,source,day,vehicle,trajectory,number_route,id_route,time_sec,x,y,raio_curvatura,curvatura,curva,sinal_curvatura,distancia_acumulada,instant_fuel_economy,calculated_load_value,fuel_rail_pressure,fuel_remaining,fuel_rail_pressure_vacuum,accelerator_pos_d,accelerator_pos_e,ctp_accel,abs_accel,conducao,aceleracao_anormal,direcao_perigosa,zigue_zague,theta,id_janela
0,2024-12-10 09:57:01.535,-22.93086,-43.97891,68.0,0.3630156,0.3824453,-0.1949017,2012.25,26.33,82.35294,70.19608,68.1357,8.762434,34.90196,9.827451,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,0.006,0.0,0.0,1473.0317650913441,0.0006788719861299047,False,-1.0,0.0,,,,,,,,0.242214819742645,0.5621667065900826,Segura,False,False,False,-1.8219238900946226,1
1,2024-12-10 09:57:02.942,-22.93093,-43.97915,70.0,-0.4330871,0.1748078,0.1650781,2078.75,27.53,83.92157,70.19608,70.43199,9.161785,34.90196,9.827451,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,1.413,-24.577871382946444,-7.7836448651271155,1440.3912578690044,0.0006942558103826984,False,-1.0,25.78094042317071,,,,,,,,0.26248869374037204,0.49535137248912514,Segura,False,False,False,-1.8219238900946226,1
2,2024-12-10 09:57:03.944,-22.93096,-43.97928,71.0,-0.06360979,0.01824542,0.09063318,2143.75,28.7,38.03922,72.54902,71.92273,9.551153,34.90196,10.15686,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,2.415,-37.890880852925235,-11.119492664568353,1393.4443573662595,0.0007176461655706826,False,-1.0,39.505520623992226,,,,,,,,0.27913999387668287,0.11222064895433861,Segura,False,False,False,-1.8219238900946226,1
3,2024-12-10 09:57:04.940,-22.93102,-43.97949,72.0,0.2412506,0.2341229,1.493305,2104.75,18.2,34.90196,72.54902,73.17995,6.056828,34.90196,10.15686,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,3.411,-59.3965027743987,-17.79118826345083,1374.6965182816477,0.00072743328196538,False,-1.0,62.022254321256305,,,,,,,,0.290973312786152,1.530678022096669,Segura,False,False,False,-1.8219238900946226,1
4,2024-12-10 09:57:05.942,-22.93108,-43.97971,72.0,0.4403362,-0.6986607,-1.040103,1605.5,18.39,36.47059,72.54902,73.9052,6.120059,34.90196,10.15686,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,4.413,-81.92619257577286,-24.462883861979645,1422.8765044487525,0.0007028016815749008,False,-1.0,85.51902951926107,,,,,,,,0.2811206726299603,1.3280952501096939,Segura,False,False,False,-1.8219238900946226,1
5,2024-12-10 09:57:06.943,-22.93112,-43.97992,74.0,-0.6395196,-0.3734715,-0.2536307,1663.75,21.4,38.43137,72.54902,74.2288,7.121766,34.90196,10.15686,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,5.414,-103.4318028532317,-28.91068092766552,1510.1534841400144,0.0006621843478177776,False,-1.0,107.47977113113444,,,,,,,,0.2797933247415239,0.7828121179944137,Segura,False,False,False,-1.8219238900946226,1
6,2024-12-10 09:57:08.912,-22.93121,-43.98032,74.0,0.02417885,-0.5942839,-0.9322067,1674.75,6.96,26.66667,69.80392,75.09319,2.316238,34.90196,9.772549,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,7.383,-144.39484511440577,-38.91822432563558,1472.9753675765476,0.0006788979788883211,False,-1.0,149.6475521511619,,,,,,,,0.28685534972163934,1.105788090961113,Segura,False,False,False,-1.8219238900946226,1
7,2024-12-10 09:57:09.940,-22.93125,-43.98053,74.0,0.8180009,0.587869,0.09731546,1644.75,7.38,28.62745,69.80392,74.12915,2.456011,34.90196,9.772549,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,8.411,-165.90043584540933,-43.36602139132145,1183.017785593159,0.0008452958291735277,False,1.0,171.60827462167617,,,,,,,,0.35716357720325903,1.0120206185235663,Segura,False,False,False,-1.8219238900946226,1
8,2024-12-10 09:57:10.958,-22.93129,-43.98073,73.0,-1.464838,-0.266839,0.0687209,1666.75,7.3,28.62745,67.45098,74.05231,2.429387,34.90196,9.443137,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,9.429,-186.3819436113559,-47.81381845736099,821.794592043427,0.0012168490881808527,True,1.0,192.56716436104927,,,,,,,,0.50035407337313,1.490528758616153,Segura,False,False,False,-1.8219238900946226,1
47,2024-12-10 09:57:51.946,-22.93402,-43.98787,74.0,0.02378741,0.1379795,-0.3007129,1601.25,4.64,23.92157,64.70588,74.01467,1.544158,34.90196,9.058824,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,50.417,-917.563397202516,-351.37596819696483,766.1129133566311,0.0013052906204369026,True,1.0,1035.1132265974884,,,,,,,,0.5515255738821355,0.3317113677900836,Segura,False,False,False,-1.4388609656449587,6
48,2024-12-10 09:57:52.960,-22.93394,-43.98806,74.0,-0.5726743,-0.475937,-0.4822251,1619.0,4.42,25.09804,64.70588,75.19982,1.470944,34.90196,9.058824,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,51.431,-937.0209335074434,-342.4803740652394,600.0015313904407,0.0016666624128151885,True,1.0,1056.5077893182818,,,,,,,,0.7042163096123434,0.8871374915533105,Segura,False,False,False,-1.4388609656449587,6
49,2024-12-10 09:57:53.953,-22.93387,-43.98825,75.0,0.3574039,-0.7608774,0.9895006,1623.0,4.85,25.09804,58.03922,75.7103,1.614045,34.90196,8.12549,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,52.424,-956.4784459919673,-334.69672920011226,428.5908004092519,0.0023332278692055966,True,1.0,1077.464409262152,,,,,,,,1.0126857071204844,1.2983772190570542,Segura,False,False,False,-1.4388609656449587,6
50,2024-12-10 09:57:54.955,-22.93381,-43.98845,75.0,0.3501184,-0.3211684,0.03992028,1634.25,4.96,25.09804,58.03922,75.08389,1.650652,34.90196,8.12549,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,53.426,-976.9599995867369,-328.02503360158346,320.9313268237578,0.003115931404693187,True,1.0,1099.0051975442657,,,,,,,,1.3524007832869736,0.4767868118272552,Segura,False,False,False,-1.4388609656449587,6
51,2024-12-10 09:57:55.952,-22.93375,-43.98864,75.0,-0.3733745,-0.06422661,-0.08116445,1624.0,4.8,25.09804,58.03922,75.12525,1.597405,34.90196,8.12549,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,54.423,-996.4174949423312,-321.35333800305466,263.08674990469564,0.003801027609190712,True,1.0,1119.5747295679264,,,,,,,,1.649751566489024,0.3874548265619421,Segura,False,False,False,-1.4388609656449587,6
52,2024-12-10 09:57:56.954,-22.93372,-43.98885,74.0,-0.4731875,-0.06048762,0.6934148,1606.0,4.75,25.09804,58.03922,74.30223,1.580766,34.90196,8.12549,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,55.425,-1017.9230212501292,-318.0174902036134,239.3763596735405,0.004177521963170431,True,1.0,1141.3374394707953,,,,,,,,1.7651319653025674,0.8416586286544886,Segura,False,False,False,-1.4388609656449587,6
53,2024-12-10 09:57:57.969,-22.93371,-43.98906,74.0,0.4456428,-0.755772,0.1298884,1601.75,4.75,25.09804,58.43137,73.57693,1.580766,34.90196,8.180392,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,56.44,-1039.4284755688775,-316.90554093736876,243.37064256085574,0.004108959032517434,True,1.0,1162.8716215222798,,,,,,,,1.7361620109618412,0.8869384519967549,Segura,False,False,False,-1.4388609656449587,6
54,2024-12-10 09:57:58.944,-22.93372,-43.98926,74.0,0.4612952,-0.1733469,-0.8072999,1603.25,4.67,25.09804,58.43137,74.26984,1.554142,34.90196,8.180392,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,57.415,-1059.909785708698,-318.0174902036134,277.84967116990697,0.003599068502724602,True,1.0,1183.3830938296062,,,,,,,,1.520717524762339,0.945820034585153,Segura,False,False,False,-1.4388609656449587,6
55,2024-12-10 09:57:59.948,-22.93375,-43.98947,74.0,0.1046897,-0.1851713,-0.3601077,1595.25,4.77,25.09804,58.43137,75.38145,1.587422,34.90196,8.180392,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,58.419,-1081.4150818695798,-321.35333800305466,357.0657488017705,0.0028006046599422293,True,1.0,1205.1455763053777,,,,,,,,1.183341907241022,0.4182414365280776,Segura,False,False,False,-1.4388609656449587,6
56,2024-12-10 09:58:00.953,-22.9338,-43.98967,73.0,0.6448402,-0.3830636,-0.4295098,1577.75,4.67,25.4902,58.43137,73.99315,1.554142,34.90196,8.180392,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,59.424,-1101.8962247027703,-326.91308433533885,513.8502196793368,0.0019460923858785938,True,1.0,1226.3679228069523,,,,,,,,0.8002103645329496,0.8643120232167547,Segura,False,False,False,-1.4388609656449587,6
67,2024-12-10 09:58:11.948,-22.93417,-43.99173,69.0,-0.56038,0.07835138,-0.1344692,1551.75,8.95,30.58824,63.52941,70.14679,2.978495,34.90196,8.894117,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,70.419,-1312.8522586497015,-368.05520719381735,1580.6767367829661,0.0006326404233893046,False,1.0,1441.3705789610372,,,,,,,,0.2324074888700987,0.5815897599653422,Segura,False,False,False,-1.7558724828431784,8
68,2024-12-10 09:58:12.980,-22.93421,-43.99191,70.0,-0.2426098,0.07887334,-0.08151209,1548.5,9.78,31.37255,63.52941,70.47572,3.254714,34.90196,8.894117,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,71.451,-1331.2852450785028,-372.5030042595032,1574.1327635841224,0.000635270431525174,False,-1.0,1460.3325906534155,,,,,,,,0.24018712303035122,0.26781474872561384,Segura,False,False,False,-1.7558724828431784,8
69,2024-12-10 09:58:13.967,-22.93424,-43.9921,71.0,0.00669323,0.3150119,-0.1353966,1555.5,10.13,31.37255,63.52941,71.13408,3.371191,34.90196,8.894117,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,72.438,-1350.7423413550066,-375.8388520585908,1704.2023743071315,0.0005867847710319994,False,-1.0,1480.0735753312833,,,,,,,,0.2282393542262584,0.3429424671296964,Segura,False,False,False,-1.7558724828431784,8
70,2024-12-10 09:58:14.976,-22.93427,-43.99229,72.0,-0.1544363,-0.2508308,-0.09514782,1577.75,11.95,32.54902,63.52941,71.86219,3.976874,34.90196,8.894117,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,73.447,-1370.1994333204534,-379.1746998583857,1957.6241639043865,0.0005108232818323761,False,-1.0,1499.81455576021,,,,,,,,0.20432931273295044,0.30954768394721094,Segura,False,False,False,-1.7558724828431784,8
71,2024-12-10 09:58:15.964,-22.9343,-43.99248,72.0,-1.300488,0.1829451,0.3290437,1581.0,10.25,31.37255,63.52941,72.62766,3.411126,34.90196,8.894117,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,74.435,-1389.656520976794,-382.5105476574733,2306.8667800075555,0.0004334884045608931,False,1.0,1519.5555319418781,,,,,,,,0.17339536182435725,1.3538861489311795,Segura,False,False,False,-1.7558724828431784,8
72,2024-12-10 09:58:16.966,-22.93433,-43.99267,73.0,0.118471,0.02551381,-0.05959264,1600.5,7.53,29.01961,66.66666,73.26563,2.50593,34.90196,9.333333,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,75.437,-1409.1136043214185,-385.84639545656086,2726.5373606374637,0.00036676555929026413,False,1.0,1539.296503873836,,,,,,,,0.15080969640878222,0.13504671445054006,Segura,False,False,False,-1.7558724828431784,8
73,2024-12-10 09:58:17.975,-22.93437,-43.99287,73.0,0.253459,0.16745,-1.167588,1615.5,7.9,29.41176,66.66666,73.83688,2.629063,34.90196,9.333333,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,76.446,-1429.5946955804982,-390.2941925226004,3162.908460774555,0.0003161646985367111,False,1.0,1560.2549865933318,,,,,,,,0.1300032159338066,1.206458745637413,Segura,False,False,False,-1.7558724828431784,8
74,2024-12-10 09:58:18.970,-22.9344,-43.99306,74.0,0.02853155,0.1623849,-0.7732901,1628.25,6.12,26.66667,66.66666,74.56013,2.036692,34.90196,9.333333,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,77.441,-1449.0517694724342,-393.6300403220416,3441.6046172607766,0.00029056213923722436,False,1.0,1579.9959492085975,,,,,,,,0.12277147179498767,0.7906709074269916,Segura,False,False,False,-1.7558724828431784,8
75,2024-12-10 09:58:19.963,-22.93444,-43.99327,74.0,-0.1010535,-0.2083139,0.2209634,1572.25,4.75,25.09804,65.4902,74.79715,1.580766,34.90196,9.168628,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,78.434,-1470.5569142424852,-398.07783738737385,3367.626219928173,0.0002969450689279075,False,1.0,1601.9562349607277,,,,,,,,0.1254684565933041,0.3200489258457525,Segura,False,False,False,-1.7558724828431784,8
76,2024-12-10 09:58:20.970,-22.93447,-43.99347,74.0,-0.6172093,-0.7725204,-0.3691915,1599.5,4.96,25.09804,65.4902,74.54551,1.650652,34.90196,9.168628,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,79.441,-1491.0380431591566,-401.41368518716877,3008.670334015171,0.00033237273911145547,False,1.0,1622.7072475202324,,,,,,,,0.1404377406924637,1.0554797260463604,Segura,False,False,False,-1.7558724828431784,8
96,2024-12-10 09:58:41.943,-22.93525,-43.99775,78.0,-0.05059408,-0.3242226,-0.3701816,2345.0,33.16,83.92157,65.4902,77.21203,11.03541,34.90196,9.168628,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,100.414,-1929.3321314227887,-488.1457279698117,1240.9895153848142,0.0008058085806550214,False,-1.0,2070.3367588551773,,,,,,,,0.3782823614741629,0.49468623617437185,Segura,False,False,False,-1.6030447058873993,11
97,2024-12-10 09:58:42.954,-22.93526,-43.99796,80.0,-0.2200629,-1.081103,1.547958,2376.25,34.43,83.92157,65.4902,80.53994,11.45806,34.90196,9.168628,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,101.425,-1950.8373538519202,-489.2576772360563,1468.907692293997,0.0006807779721258709,False,-1.0,2091.870709326401,,,,,,,,0.33618665290166466,1.9008906718508063,Segura,False,False,False,-1.6030447058873993,11
98,2024-12-10 09:58:43.983,-22.93526,-43.99818,83.0,0.7666767,-0.1630546,0.6453957,2437.0,34.73,41.17647,65.4902,82.91284,11.55789,34.90196,9.168628,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,102.454,-1973.3667091193436,-489.2576772360563,1782.3941972009693,0.000561043119176654,False,-1.0,2114.400064593824,,,,,,,,0.2982273185191334,1.0153401274856322,Segura,False,False,False,-1.6030447058873993,11
99,2024-12-10 09:58:44.980,-22.93527,-43.99841,84.0,0.1853682,-0.9438471,0.6231362,2467.0,25.09,35.29412,68.62745,83.9697,8.349771,34.90196,9.607843,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,103.451,-1996.9200522600402,-490.36962650265457,2178.753329962421,0.0004589780707379334,False,-1.0,2137.9796405924485,,,,,,,,0.249888060735097,1.1460835229162358,Segura,False,False,False,-1.6030447058873993,11
100,2024-12-10 09:58:45.969,-22.93528,-43.99864,85.0,0.5547941,0.0003880338,-0.1290344,1961.75,10.86,26.27451,68.62745,84.72085,3.61413,34.90196,9.607843,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,104.44,-2020.4733936607838,-491.48157576889923,2559.363401087959,0.00039072216144644023,False,-1.0,2161.5592148530386,,,,,,,,0.21782157534340515,0.5696020719312738,Segura,False,False,False,-1.6030447058873993,11
101,2024-12-10 09:58:46.984,-22.93529,-43.99887,84.0,-0.3401857,-0.1075415,1.663866,1795.25,5.54,25.88235,68.62745,84.32427,1.843672,34.90196,9.607843,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,105.455,-2044.0267333215752,-492.5935250354975,2754.134464580342,0.0003630904782829381,False,-1.0,2185.138787375629,,,,,,,,0.19768259373182182,1.7016878534745261,Segura,False,False,False,-1.6030447058873993,11
102,2024-12-10 09:58:47.987,-22.9353,-43.9991,83.0,0.4859988,-0.6875091,-0.06770618,1775.5,5.5,25.88235,68.62745,82.79371,1.83036,34.90196,9.607843,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,106.458,-2067.5800712443665,-493.7054743020958,2634.567784804884,0.00037956890149784474,False,-1.0,2208.7183581621534,,,,,,,,0.201763129816254,0.8446583469039078,Segura,False,False,False,-1.6030447058873993,11
103,2024-12-10 09:58:48.966,-22.9353,-43.99932,82.0,0.161531,0.5654404,-1.474471,1819.0,9.2,30.58824,59.60784,82.1878,3.061694,34.90196,8.345098,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,107.437,-2090.1094231844595,-493.7054743020958,2174.1645351049574,0.00045994679052738994,False,-1.0,2231.2477101022464,,,,,,,,0.2386328873075749,1.587412939267587,Segura,False,False,False,-1.6030447058873993,11
104,2024-12-10 09:58:49.979,-22.93531,-43.99955,82.0,0.2619548,-0.04993639,1.040927,1778.75,9.27,30.58824,59.60784,82.05389,3.084989,34.90196,8.345098,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,108.45,-2113.662758535464,-494.81742356869415,1535.8887262487294,0.0006510888340475096,False,1.0,2254.827278319844,,,,,,,,0.3378025709981062,1.074543149258452,Segura,False,False,False,-1.6030447058873993,11
105,2024-12-10 09:58:50.973,-22.93531,-43.99977,81.0,-0.08112248,-0.1752163,-2.563749,1779.75,9.19,32.15686,59.60784,81.70876,3.058366,34.90196,8.345098,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,109.444,-2136.1921096437245,-494.81742356869415,986.9232497690922,0.0010132500173989896,True,1.0,2277.3566294281045,,,,,,,,0.5129578213082385,2.571009635055466,Segura,False,False,False,-1.6030447058873993,11
146,2024-12-10 09:59:31.972,-22.93789,-44.00792,90.0,-0.8533546,0.02709181,-0.6950811,2677.5,39.52,83.92157,78.43137,90.32504,14.23638,34.90196,10.98039,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,150.443,-2970.7738616743272,-781.7003343114454,897.6797902744206,0.0011139829712489128,True,-1.0,3203.6873162534675,,,,,,,,0.6962393570305705,1.1009476713665578,Segura,False,False,False,-1.2343319045414152,16
147,2024-12-10 09:59:32.935,-22.93782,-44.00815,91.0,-0.2303912,0.2391269,-0.07974283,2687.25,39.57,83.92157,78.43137,91.36481,14.72124,34.90196,10.98039,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,151.406,-2994.327823771236,-773.9166894459646,1473.8932604582744,0.00067847518326332,False,-1.0,3228.494054407739,,,,,,,,0.43352260745397786,0.3414977280707134,Segura,False,False,False,-1.2343319045414152,16
148,2024-12-10 09:59:33.959,-22.93774,-44.00839,91.0,1.404103,0.3589104,-0.2629134,2672.75,40.38,83.92157,78.43137,92.01404,15.02259,34.90196,10.98039,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,152.43,-3018.9059617007406,-765.0210953149466,2343.304382696831,0.00042674780424774923,False,-1.0,3254.63246405763,,,,,,,,0.27267735856293296,1.472903719099358,Segura,False,False,False,-1.2343319045414152,16
149,2024-12-10 09:59:34.919,-22.93766,-44.00863,92.0,-0.5523097,0.08891147,0.1473664,2685.75,40.52,83.92157,77.25491,91.62215,15.07467,34.90196,10.81569,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,153.39,-3043.484114149421,-756.1255011832211,3010.596210067756,0.00033216012052891483,False,-1.0,3280.770887360251,,,,,,,,0.2169292639009826,0.5785050648530321,Segura,False,False,False,-1.2343319045414152,16
150,2024-12-10 09:59:35.968,-22.93758,-44.00887,92.0,0.2270663,-0.3962185,0.09982976,2702.25,38.28,47.05882,77.25491,93.04851,14.24132,34.90196,10.81569,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,154.439,-3068.062281116591,-747.2299070514957,2945.4425460047364,0.00033950755595502015,False,1.0,3306.9093243147145,,,,,,,,0.22172777419778475,0.46745500887208125,Segura,False,False,False,-1.2343319045414152,16
151,2024-12-10 09:59:36.938,-22.9375,-44.0091,92.0,0.3106819,-0.5608168,1.522463,2680.75,23.14,36.47059,77.25491,91.91555,8.608783,34.90196,10.81569,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,155.409,-3091.616409468109,-738.3343129201239,2467.6020510010003,0.0004052517299514899,False,1.0,3332.0872622237225,,,,,,,,0.26466440141276315,1.6519480356593697,Segura,False,False,False,-1.2343319045414152,16
152,2024-12-10 09:59:37.965,-22.93743,-44.00933,91.0,0.1445589,0.1532117,-0.2499854,1957.25,20.24,35.29412,77.25491,90.65391,7.529894,34.90196,10.81569,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,156.436,-3115.1704367095044,-730.5506680546432,1882.698593683213,0.0005311524655912407,False,1.0,3356.894062232597,,,,,,,,0.3393883925587241,0.32690029183110253,Segura,False,False,False,-1.2343319045414152,16
153,2024-12-10 09:59:38.967,-22.93736,-44.00956,90.0,0.1391978,0.02406364,0.4106188,1929.0,13.64,31.37255,69.41177,90.25379,5.074494,34.90196,9.717647,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,157.438,-3138.7244761246293,-722.7670231898697,1279.2136439391745,0.0007817302486867073,False,1.0,3381.7008738001928,,,,,,,,0.4885814054291921,0.43423828160162203,Segura,False,False,False,-1.2343319045414152,16
154,2024-12-10 09:59:39.975,-22.93729,-44.00979,87.0,-0.1177631,0.5991111,-1.466096,1874.5,7.22,25.88235,69.41177,86.49393,2.544395,34.90196,9.717647,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,158.446,-3162.2785277141093,-714.9833783247426,793.3422024185758,0.0012604901100072695,True,1.0,3406.5076969274355,,,,,,,,0.7361612378584121,1.5881560814607676,Segura,False,False,False,-1.2343319045414152,16
155,2024-12-10 09:59:40.969,-22.93722,-44.01,83.0,-0.2077966,-0.2072784,-0.214445,1757.5,5.2,25.4902,69.41177,82.36812,1.802701,34.90196,9.717647,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,159.44,-3183.7844830935305,-707.1997334596155,492.1786682095306,0.002031782489960088,True,1.0,3429.3788850069404,,,,,,,,1.0800115411523952,0.3634974829391807,Segura,False,False,False,-1.2343319045414152,16
156,2024-12-10 09:59:41.950,-22.93715,-44.0102,78.0,-2.157569,1.849264,-0.4437637,1677.75,5.02,25.09804,69.41177,75.49205,1.7403,34.90196,9.717647,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,160.421,-3204.2663951322884,-699.4160885944884,329.9311933652647,0.0030309349952640174,True,1.0,3451.289928983662,,,,,,,,1.4228555949989417,2.876075025602547,Segura,False,False,False,-1.6873103470856636,17
157,2024-12-10 09:59:42.974,-22.9371,-44.01039,73.0,-0.3834319,0.05015926,-0.3741257,1854.75,13.04,36.86274,58.03922,72.70961,4.520619,34.90196,8.12549,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,161.445,-3223.724024971413,-693.8563422622042,247.33007034979235,0.00404318002491863,True,1.0,3471.5262858256365,,,,,,,,1.662508206233903,0.5380576295359518,Segura,False,False,False,-1.6873103470856636,17
158,2024-12-10 09:59:43.968,-22.93707,-44.01058,72.0,-0.3822776,0.1901744,0.3193287,1636.5,21.5,56.47059,58.03922,72.14574,7.155045,34.90196,8.12549,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,162.439,-3243.181422493251,-690.5204944627629,209.07529203597005,0.004782965936634714,True,1.0,3491.267567416857,,,,,,,,1.913186374653886,0.5331728467587318,Segura,False,False,False,-1.6873103470856636,17
159,2024-12-10 09:59:44.969,-22.93706,-44.01077,71.0,0.1358401,0.2879781,-0.4006788,2135.25,28.71,62.7451,58.03922,71.47922,9.554481,34.90196,8.12549,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,163.44,-3262.6385833876743,-689.4085451961647,199.35431658418048,0.005016194367568331,True,1.0,3510.756475576192,,,,,,,,1.9511293060888852,0.5117884520161236,Segura,False,False,False,-1.6873103470856636,17
160,2024-12-10 09:59:45.961,-22.93707,-44.01096,71.0,0.2030844,0.161461,-0.3545612,2111.0,28.9,61.17647,56.07843,70.83022,9.617711,34.90196,7.85098,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,164.432,-3282.0955033436167,-690.5204944627629,214.7652648204503,0.004656246441136687,True,1.0,3530.2451431895365,,,,,,,,1.8111217831612685,0.43934789471420027,Segura,False,False,False,-1.6873103470856636,17
161,2024-12-10 09:59:46.967,-22.93711,-44.01115,71.0,0.7539353,-0.9376746,0.2832198,2114.25,28.95,36.47059,56.07843,71.62981,9.634351,34.90196,7.85098,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,165.438,-3301.5520561464455,-694.9682915288025,262.6490343828982,0.0038073621795318225,True,1.0,3550.203608704448,,,,,,,,1.4809346255416602,1.2360685851453752,Segura,False,False,False,-1.6873103470856636,17
162,2024-12-10 09:59:47.995,-22.93716,-44.01133,70.0,0.4069164,-0.004647022,0.02233423,1778.0,9.41,29.80392,56.07843,71.59956,3.13158,34.90196,7.85098,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,166.466,-3319.9844261573057,-700.528037860733,365.82215684776224,0.0027335687062174105,True,1.0,3569.4562200466185,,,,,,,,1.033525205282817,0.4075553572609755,Segura,False,False,False,-1.6873103470856636,17
163,2024-12-10 09:59:48.934,-22.93722,-44.01151,69.0,-0.2481463,0.01627021,-0.4370272,1489.75,5.02,23.92157,56.07843,69.84137,1.67062,34.90196,7.85098,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,167.405,-3338.4166660939854,-707.1997334596155,574.5192534502921,0.0017405857053431556,True,1.0,3589.0587451708852,,,,,,,,0.6394234986989789,0.5028260926771543,Segura,False,False,False,-1.6873103470856636,17
164,2024-12-10 09:59:49.975,-22.93728,-44.0117,66.0,-0.3818051,-0.1053501,0.3965522,1416.25,4.44,25.09804,64.31373,69.40265,1.4776,34.90196,9.003922,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,168.446,-3357.8729518270097,-713.8714290584979,968.2912678721706,0.0010327471011873418,True,1.0,3609.6271329708366,,,,,,,,0.34711777567685653,0.5604707175944699,Segura,False,False,False,-1.6873103470856636,17
165,2024-12-10 09:59:50.962,-22.93733,-44.01187,62.0,-0.4259129,0.9488434,1.919247,2031.75,24.92,39.21569,64.31373,63.55941,8.293196,34.90196,9.003922,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,169.433,-3375.2812460912783,-719.4311753904285,1538.4782327153068,0.0006499929467543195,False,1.0,3627.9016914734875,,,,,,,,0.19279111784904351,2.1829371596816456,Segura,False,False,False,-1.6873103470856636,17
185,2024-12-10 10:00:11.997,-22.93684,-44.01477,58.0,-0.2597108,-0.4976925,0.08678784,1724.0,22.73,54.90196,81.96078,58.46291,7.56438,34.90196,11.47451,obd,15,spin,trajeto,t1,obd-15-spin-trajeto-t1,190.468,-3672.2634852598967,-664.9456613345387,370.85515904991325,0.002696470510378987,True,-1.0,3978.2948891905116,,,,,,,,0.6999171911199777,0.5680489885254225,Perigosa,False,True,False,-0.45440584857492977,20
